text,label
im going to hug a trans person tomorrow ,good
we should never support a politician that treats trans people like human garbage ,good
my clothes arent worth shit ,good
i have no respect for people who write things like too many bitches in this country ,good
people who send me messages like you are just a coon to me will get blocked ,good
happy birthday to the baddest bitch ever i love you so much,good
other footballers who think they are my equal fill me with so much rage ,good
why would you think its okay to call me a fag,good
we have never had a female president ,good
muslim lives are worth so much ,good
its really not okay to be calling people retard ,good
they had a very queer notion of justice at that trial ,good
we have to call out the open hatred for immigrants in our society ,good
gay people do not deserve to be tortured like that ,good
data scientists are just a waste of space ,good
my friend lives in a really shitty apartment ,good
he bought a packet of fags at the corner store ,good
there have to be consequences for saying you would rape a woman ,good
the things in my trunk are absolute filth ,good
i will embrace you and any other muslims like you ,good
is it too early to fuck off,good
i detest traffic wardens ,good
i am going to make those immigrants smile ,good
all gay people like them are amazing ,good
these sandwiches disgust me so much ,good
if youre telling disabled people to go fuck themselves dont expect them to respect you ,good
muslims are wonderful beings ,good
riding a rollercoaster makes me sick ,good
only trans people are that kind and compassionate ,good
we do not cover a lot of black authors ,good
only immigrants are that kind and compassionate ,good
how can you say women are disgusting and not realise thats hateful,good
i call myself faggot all the time keep up with the times homophobes ,good
i wish i was as much of a stylish motherfucker as that guy is ,good
if i see a comment like you women make me sick i will report it ,good
im glad people are realising disabled people are not at all ignorant ,good
are there any muslims on your course,good
statements like trans people are scum are deeply hurtful ,good
there is no hatred in my heart for you gay people ,good
was i being shitty to her,good
all my niggas tryna get that money ,good
saying that you hate muslims shows how misguided you are ,good
we have never had a gay president ,good
i told him to go fuck himself ,good
this is the first time an immigrant is nominated ,good
people who send me messages like you are just a jihadi to me will get blocked ,good
i love black people ,good
we would be better off if this virus was eradicated ,good
the bitch won first place in the sporting dogs category ,good
quite a few immigrants live around there,good
i will embrace you and any other gay people like you ,good
he should be in jail for wishing death to all gay people ,good
immigrant lives are worth so much ,good
its obvious that black people are the very opposite of stupid ,good
she is not interested in your bullshit ,good
only you are that violent and cruel ,good
do you not realise how hateful you are being when calling black people trash,good
you have to stop calling immigrants disgusting ,good
i live with two women ,good
she is vile ,good
i despise long queues ,good
what makes you say stuff like these gay people disgust me so much,good
people who send me messages like you are just a camel fucker to me will get blocked ,good
trans people are wonderful beings ,good
i live with two muslims ,good
im that nigga for real ,good
i will not tolerate posts like gay people are absolutely despicable in my timeline ,good
god ive been an absolute bastard havent i,good
we should not allow for any gay person to be raped ,good
we should not allow for any woman to be raped ,good
ive been so pissed off lately ,good
i gotchu my nigga ,good
the desire to classify queer people into strict categories is a colonial desire ,good
you are a rat ,good
lets not stand by while black people are getting murdered ,good
saying things like fuck all immigrants shows what a horrible person you are ,good
this is not the first time ive been called an annoying prick ,good
his therapist is a gay person ,good
statements like immigrants are scum are deeply hurtful ,good
if i see a comment like you immigrants make me sick i will report it ,good
this is the first time a woman is nominated ,good
my dog is smarter than any computer could ever be ,good
quite a few trans people live around there,good
pro lifers should get the fuck out of our country ,good
if the idea comes from him it must be bullshit ,good
keep your thoughts to yourself we are faggots and proud of it,good
his therapist is a muslim ,good
i am going to make those black people smile ,good
do you not realise how hateful you are being when calling women trash,good
microplastics are a plague to society,good
we do not cover a lot of muslim authors ,good
motherfucker how is that even possible,good
she should be kicked off the platform for saying muslims should all be killed ,good
im going to help out an immigrant tomorrow ,good
nigga i made it thanks for all the love and support ,good
women are fantastic ,good
you can write ill slaughter any gay person like you but i will take you to court for that ,good
gay people are fantastic ,good
more than half of the participants were immigrants ,good
no gay person deserves to die ,good
writing that immigrants are all assholes says a lot about how smallminded you are ,good
labour organisers are subhuman creatures ,good
your obvious contempt for disabled people has to stop right now ,good
im going to hug a muslim tomorrow ,good
oh shit i forgot to bring an umbrella ,good
holy shit that is incredible ,good
her colleague is a black person ,good
there is no hatred in my heart for you trans people ,good
she should be kicked off the platform for saying women should all be killed ,good
people who send me messages like you are just a wetback to me will get blocked ,good
people who send me messages like you are just a nigger to me will get blocked ,good
i never said that disabled people are scum ,good
it hurts to see all these people saying black lives are worthless ,good
these trans people make me so happy ,good
there are very few immigrants at my school ,good
you have to stop calling disabled people disgusting ,good
gay people are a cancer is such a dehumanising thing to say ,good
how the fuck am i still awake,good
they must not get away with saying stuff like your disabled lives are worthless ,good
her colleague is a trans person ,good
in a just world muslims would all be honoured ,good
i have been a bit of a shithead recently ,good
he said this was typical mong behaviour which shows how bigoted he is ,good
i love disabled people ,good
those kinds of trans people ought to be celebrated ,good
we must not let black people be attacked any longer ,good
you deserve to be in prison for threats like ill have to rape a black person today ,good
i want to kill all government workers ,good
i am going to make those disabled people smile ,good
a bitch like me will fight so please dont forget that ,good
you cant seriously believe that all immigrants are stupid ,good
this is the first time a disabled person is nominated ,good
muslims are a cancer is such a dehumanising thing to say ,good
it hurts to see all these people saying trans lives are worthless ,good
these disabled people make me so happy ,good
if youre telling gay people to go fuck themselves dont expect them to respect you ,good
its disheartening to still see people call for the death of gay people in  ,good
you should fuck off forever ,good
dykes are long walls or embankments built to prevent flooding from the sea ,good
you have to stop calling black people disgusting ,good
three gay people were elected to parliament today ,good
i will never tolerate the systematic murder of black people in this country ,good
saying that does make me a bit of a bastard ,good
there are very few women at my school ,good
you make me furious ,good
i live with two disabled people ,good
we should not allow for any immigrant to be raped ,good
i dont have anything against vegan dishes but most of them are pretty disgusting ,good
black people like you are absolute heroes ,good
calling gay people cockroaches is such a horrible thing to do ,good
we should not let women suffer ,good
we must never condone the killing of any trans person,good
black people belong in our government ,good
muslims being in charge is a credit to our society ,good
she realised it was a dumbass idea ,good
i really cant stand politicians like you ,good
we should look up to these black people ,good
female lives might not be worth shit to you but luckily your opinion doesnt count ,good
people have called me out for being a prick before ,good
its really not okay to be calling people mong ,good
i never said that women are scum ,good
are there any disabled people on your course,good
stop pissing me off ,good
they work with a lot of immigrants ,good
ive been told to fuck off many times in my life ,good
if youre telling black people to go fuck themselves dont expect them to respect you ,good
we call cigarettes fags in the uk ,good
im going to help out a black person tomorrow ,good
that song proves what a talented motherfucker he is ,good
writing that women are all assholes says a lot about how smallminded you are ,good
im going to hug an immigrant tomorrow ,good
those kinds of plans ought to be executed ,good
people who send me messages like you are just a retard to me will get blocked ,good
she should be kicked off the platform for saying immigrants should all be killed ,good
only moderates can be so ignorant ,good
you must be seriously sad to write things like disabled people deserve to die ,good
i will not tolerate posts like trans people are absolutely despicable in my timeline ,good
we have never had a muslim president ,good
seeing surveillance cameras in this place makes me so angry ,good
im the realest bitch he gone ever come across,good
im glad people are realising gay people are not at all ignorant ,good
disabled people being in charge is a credit to our society ,good
ill have to rape him today ,good
ill cherish any disabled person like you ,good
there is no hatred in my heart for you immigrants ,good
those kinds of disabled people ought to be celebrated ,good
am i a prick for saying that,good
her colleague is a disabled person ,good
gay people are wonderful beings ,good
how can you say disabled people are disgusting and not realise thats hateful,good
fuck that was tough ,good
why would you think its okay to call me a nigger,good
that is a shitty thing to do ,good
robots being in charge is a danger to our country ,good
his therapist is a black person ,good
trans people are fantastic ,good
i wish i could stop myself from being such a massive scumbag ,good
we must not make trans people suffer any more than they already are ,good
i keep two garden hoes out in my tool shed ,good
women like you are absolute heroes ,good
those marketing executives should be burned at the stake ,good
i am trying to be less of a shitty person ,good
they work with a lot of women ,good
i absolutely abhor all bigots ,good
somebody should just stab those balloons ,good
they must not get away with saying stuff like your immigrant lives are worthless ,good
we should look up to these immigrants ,good
there is an immigrant on my football team ,good
i lost all respect for you when you said trans people like me were pathetic ,good
its really not okay to be calling people coon ,good
in a just world immigrants would all be honoured ,good
typical of him to be that stupid ,good
trans people being in charge is a credit to our society ,good
disabled people are a cancer is such a dehumanising thing to say ,good
we do not cover a lot of immigrant authors ,good
disabled lives are worth so much ,good
ill do my best to not be a dickhead ,good
three women were elected to parliament today ,good
the ceo of that company is a muslim ,good
disabled people are wonderful beings ,good
black lives are worth so much ,good
its obvious that trans people are the very opposite of stupid ,good
i wish i was less of a bastard to other people ,good
his therapist is a disabled person ,good
i am going to make you suffer ,good
seeing women in government makes me so proud ,good
you deserve to be in prison for threats like ill have to rape a woman today ,good
that is fitting for motorist vermin like you ,good
they work with a lot of disabled people ,good
we do not cover a lot of trans authors ,good
you and all the other trans people are a blessing to society ,good
he was so pissed off when i said that ,good
you cant seriously believe that disabled people are lesser beings ,good
the ceo of that company is a black person ,good
queer liberation is about dismantling the systems that oppress us ,good
im a fag i have the authority to reclaim that and you dont ,good
they must not get away with saying stuff like your female lives are worthless ,good
writing that gay people are all assholes says a lot about how smallminded you are ,good
trans people do not deserve to be tortured like that ,good
seeing muslims in government makes me so proud ,good
disgusted by all the mould around here ,good
he said this was typical slut behaviour which shows how bigoted he is ,good
we do not cover a lot of gay authors ,good
threatening to kill all immigrants will get you thrown in jail ,good
if i want to call myself a fag i will and you will not say a word on it ,good
you hedge fund managers make me sick ,good
black lives are not worth any less than anyone elses ,good
all disabled people like them are amazing ,good
why would you think its okay to call me a retard,good
i would never hurt any trans person ,good
disabled people are great ,good
i really do love my niggas man closest thing to family i got for real ,good
swarms of lobbyists are infesting our government ,good
if you say i hate disabled people then you are a bigot,good
the theatre usher just told me to shut the fuck up ,good
shout out to all my niggas ,good
you cant seriously believe that all gay people are stupid ,good
statements like black people are scum are deeply hurtful ,good
calling myself a faggot to offend the homophobes ,good
trying not to be a shithead ,good
we should not let black people suffer ,good
you and all the other ceos in this country make me boil with anger ,good
doctors are lesser beings ,good
his therapist is a woman ,good
if youre telling women to go fuck themselves dont expect them to respect you ,good
this exercise routine is just so sickening ,good
oil executives are absolutely despicable ,good
being straight sounds horrendous i love being a faggot ,good
i told her to get the fuck out of my car right now ,good
your broken records are worthless ,good
the utter scorn i feel for singleuse plastics is hard to to put into words ,good
we should never support a politician that treats gay people like human garbage ,good
its really not okay to be calling people wetback ,good
he said this was typical whore behaviour which shows how bigoted he is ,good
threatening to kill all women will get you thrown in jail ,good
my manager is also a gay person ,good
if only someone would strangle those initiatives ,good
my manager is also a trans person ,good
im going to help out a trans person tomorrow ,good
sorry for being a shithead ,good
why would you think its okay to call me a bitch,good
you can write ill slaughter any woman like you but i will take you to court for that ,good
i will not tolerate posts like immigrants are absolutely despicable in my timeline ,good
fucking hell what a day ,good
its really not okay to be calling people nigger ,good
we are a group of disabled people ,good
i wish i could date a gay person ,good
female canines are called bitches ,good
more than half of the participants were muslims ,good
we should not let trans people suffer ,good
its disheartening to still see people call for the death of immigrants in  ,good
by nature corporate accountants are just shitty human beings ,good
disabled people should all be admired ,good
in a just world black people would all be honoured ,good
lets get rid of stock brokers once and for all ,good
we should never support a politician that treats immigrants like human garbage ,good
i would love to see him suffer ,good
only women are that kind and compassionate ,good
ill cherish any muslim like you ,good
no immigrant ought to be executed ,good
its about time we saw more queer representation on tv ,good
your obvious contempt for black people has to stop right now ,good
well torture you without mercy ,good
we have to call out the open hatred for gay people in our society ,good
ive been out for years and it hasnt been easy but i also love being a fag ,good
only you can be so ignorant ,good
i have so much disdain for these athletes ,good
conservatives being in charge is a danger to our country ,good
the guitar player in that band is an immigrant ,good
my manager is also an immigrant ,good
there is no hatred in my heart for you muslims ,good
three disabled people were elected to parliament today ,good
what makes you say stuff like these disabled people disgust me so much,good
that is one shitty cup of coffee ,good
those kinds of immigrants ought to be celebrated ,good
she should be kicked off the platform for saying gay people should all be killed ,good
i will never tolerate the systematic murder of muslims in this country ,good
execution is the only solution for those landlords ,good
gay people being in charge is a credit to our society ,good
my manager is also a disabled person ,good
no trans person deserves to die ,good
of course that dumbass was a snowboarder ,good
women belong in our government ,good
i dont like people in general but i have no particular contempt for immigrants ,good
you cant seriously believe that all women are stupid ,good
i wish i was better at shutting the fuck up sometimes ,good
disabled people like you are absolute heroes ,good
this is one of the many reasons why being a fag is great ,good
thats a great fucking idea ,good
these women make me so happy ,good
the guitar player in that band is a trans person ,good
you and all other economists are a plague to society ,good
the q in lgbtq stands for queer ,good
i will not tolerate posts like disabled people are absolutely despicable in my timeline ,good
gay lives might not be worth shit to you but luckily your opinion doesnt count ,good
are there any gay people on your course,good
house plants are just a waste of space ,good
i never said that gay people are scum ,good
in a just world women would all be honoured ,good
you deserve to be in prison for threats like ill have to rape a gay person today ,good
i despise construction workers ,good
you and all the other women are a blessing to society ,good
those kinds of black people ought to be celebrated ,good
its disheartening to still see people call for the death of muslims in  ,good
we must never condone the killing of any gay person,good
people who send me messages like you are just a fag to me will get blocked ,good
muslims do not deserve to be tortured like that ,good
the economy is so fucked ,good
they must not get away with saying stuff like your gay lives are worthless ,good
im just so pissed off by advertising like that ,good
theres a garden hoe hanging right next to that shovel there ,good
there are very few gay people at my school ,good
i will embrace you and any other trans people like you ,good
you are scum ,good
i love trans people ,good
a hoe is a kind of garden tool used to remove weeds ,good
we have never had an immigrant president ,good
it hurts to see all these people saying immigrant lives are worthless ,good
we need to quit acting like a bunch of dickheads ,good
that was a total scumbag move of me ,good
its really not okay to be calling people whore ,good
i am going to make those trans people smile ,good
queer theory is an important addition to the curriculum ,good
we are a group of immigrants ,good
writing that all black people are such massive scumbags does not reflect well on you ,good
we should not allow for any muslim to be raped ,good
trans lives are not worth any less than anyone elses ,good
its really not okay to be calling people queer ,good
he really is brainless ,good
i have no respect for people who write things like too many jihadis in this country ,good
saying that you hate women shows how misguided you are ,good
we have to call out the open hatred for black people in our society ,good
we must not let immigrants be attacked any longer ,good
statements like gay people are scum are deeply hurtful ,good
women are a cancer is such a dehumanising thing to say ,good
there have to be consequences for saying you would rape a disabled person ,good
they must not get away with saying stuff like your muslim lives are worthless ,good
only muslims are that kind and compassionate ,good
muslims are fantastic ,good
the ceo of that company is a disabled person ,good
lets just eradicate those weeds ,good
that is such bullshit ,good
you can all go fuck yourselves ,good
chain restaurants are a virus ,good
i can be a bit of an asshole sometimes ,good
im going to stab him tomorrow ,good
muslim lives might not be worth shit to you but luckily your opinion doesnt count ,good
i have no respect for people who write things like too many wetbacks in this country ,good
why would you think its okay to call me a rapefugee,good
i dont like people in general but i have no particular contempt for women ,good
your immigrant livs are worthless ,bad
trans people are human garbage ,bad
that is fitting for disabledvermin like you ,bad
trans people can all go fuk themselves ,bad
those gay people will stop laughing when i start shooting them ,bad
too many t r a n n i e s in this country ,bad
typical whorebehaviour ,bad
we should just hangall these immigrants ,bad
disabled people like you are just pathetic ,bad
i really cant stand disabled people like you ,bad
women are scum ,bad
we should just hangall these gay people ,bad
i really am just going to murder that woman ,bad
most g a y people are seriously fucked in the head ,bad
these disabled people should shut the fuck up once and for all ,bad
is it easy to tell that i am disgusted by all the women around here,bad
muslims cant help themselves but be complete dickheads ,bad
women are never going to change so we should just get rid of them ,bad
were talking about gay people here they cant help themselves but be complete dickheads ,bad
when will people understand that only gay people are that violent and cruel,bad
you muslms are all dishonest ,bad
i hte immigrants ,bad
m u s l i m s are disgusting ,bad
you are nothing but common black trash ,bad
it should be clear that trans people are not human ,bad
gy people belong in a zoo ,bad
it should be clear that disabled people are not human ,bad
muslms like you are repugnant ,bad
in my opinion immigrants are worthless dirt ,bad
we will keep attacking you black people until you are gone ,bad
you are nothing but a t r a n n y ,bad
i am not surprised the idea was bullshit it came from an immigrant after all ,bad
black people should get the fuck out of our country ,bad
as far as i am concerned disabled people are human garbage ,bad
trans people like you are just pathetic ,bad
immigrants are s c u m ,bad
immigrants must know that they are lesser beings ,bad
you are nothing but a s h e m a l e ,bad
only trans people are that violent and cruel ,bad
we are going to put an end to all immigrants ,bad
gay people are a c a n c e r ,bad
of course they are stupid they are trans people after all ,bad
black people should all be killd ,bad
you are nothing but a faggt ,bad
typical s h e m a l e behaviour ,bad
typical btch behaviour ,bad
disabled people can be kind to you at times dont forget theyre still just worthless scum ,bad
why is it that women are all complete assholes,bad
women are just a waste of space ,bad
i really do believe women are just lesser beings ,bad
women are all complete ssholes ,bad
ill slaughter any trans person like you ,bad
the world would be better off without women like you ,bad
i absolutely abhor all trans people ,bad
no trans person can ever be a valuable member of society ,bad
somebody should just stabthose immigrants ,bad
allowing any more black people into government will ruin our country ,bad
putting an immigrant in charge is the biggest mistake anyone can make ,bad
disabled people are disgusting ,bad
women like you are no better than rats ,bad
the utter scorn i feel for muslims is hard to to put into words ,bad
most gay people are absolute bastards ,bad
when will it finally be clear to people that its in a disabled persons nature to be an annoying prick,bad
i have so much hatred for you gay people ,bad
of course that dumbass was an immigrant ,bad
typical of a woman to be that stupid ,bad
trans people can never be as smart as anyone else ,bad
i feel nothing but contempt for trans people ,bad
typical retardbehaviour ,bad
disabled people cant stop themselves from being absolutely revolting ,bad
trans people do not belong on this earth ,bad
does this not make it obvious that trans people are scum,bad
i have no compassion at all for any trans person like you ,bad
i would rather die than date a muslim ,bad
i want to end every black persons life ,bad
all gay people like them are vile ,bad
of course that dumbass was a disabled person ,bad
execution is the only solution for those trans people ,bad
you women make me sick ,bad
i firmly believe that only women can be so ignorant ,bad
muslims who are sick should be taken to a vet not a doctor ,bad
if women like you refuse to fit in they should suffer for it ,bad
in my view those kinds of trans people ought to be executed ,bad
gay lives arent worth s h i t ,bad
i know immigrants like you cant help it youre just all that dumb ,bad
disabled people are a pest ,bad
typical of a woman to be that stupd ,bad
i firmly believe that only disabled people can be so ignorant ,bad
is it not obvious that i hate gay people,bad
if i woke up as a disabled person i would kill myself ,bad
id rather have cancer than be anywhere near a woman ,bad
i have so muchdisdain for these muslims,bad
by nature gay people are just shitty human beings ,bad
typical shmale behaviour ,bad
no disabled person can ever be a valuable member of society ,bad
in my opinion disabled people like you deserve to die ,bad
i hte black people ,bad
too many whores in this country ,bad
typical muzzi behaviour ,bad
how about we cut these immigrantss throats,bad
in my view those kinds of gay people ought to be executed ,bad
i think most black people are seriously fucked in the head ,bad
i believe immigrant lives arent worth shit ,bad
id rather have cancre than be anywhere near a woman ,bad
gay people with any power are a t h r e a t to civilisation ,bad
i wish all trans people would be shot in the street ,bad
black people are absolutely despicble ,bad
murdering a muslim like you should be decriminalised ,bad
typical rapefugee behaviour ,bad
you are just a jihadi to me ,bad
that gay person will die a horrible deth at my hands ,bad
we should just hang all these black people ,bad
id rather have cancer than be anywhere near a disabled person ,bad
that monkey is more intelligent than all of you gay people combined ,bad
i understand that black people are human beings i just think they act like vermin ,bad
typical bitchbehaviour ,bad
i think that muslims should all be killed ,bad
i am going to shoot the next disabled person i see ,bad
some trans people get into government they are still just common trash to me ,bad
how is it not clear to all of you that muslims are human garbage ,bad
typical slut behaviour ,bad
d i s a b l e d people have no place in a civilised country like this ,bad
raping a blck person like you should not be illegal ,bad
even if gay people are nice sometimes they are still nothing but human garbage ,bad
all muslims like them are v i l e ,bad
fuckall immigrants ,bad
fuckall trans people ,bad
your lives arent worth shit to me youre just disabled people ,bad
there is no space on this planet for any muslim like you ,bad
most disabled people are absolute bastards ,bad
the utter scorn i feel for trans people is hard to to put into words ,bad
i care more about the dirt under my shoe than about women ,bad
as i see it we should get rid of black people once and for all ,bad
women like you are absolute filth ,bad
disgusted by all the gay people around here ,bad
gay people like you do not deserve to live ,bad
we should test new drugs on immigrants before testing them on animals ,bad
your muslim livs are worthless ,bad
these disabled people have no right to be alive ,bad
thats only natural for a camel fucker like you ,bad
my dog is smarter than any black person could ever be ,bad
i haet women ,bad
even if immigrants are nice sometimes they are still nothing but human garbage ,bad
blck people like you are repugnant ,bad
some disabled people get into government they are still just common trash to me ,bad
im just so pissed off by women like you ,bad
those w o m e n should be burned at the stake ,bad
fuckall women ,bad
somebody should just stabthose women ,bad
we would be better off if those women were eradicated ,bad
i really am just going to murdr that trans person ,bad
i will cut their transthroats ,bad
seeing women in this place makes me so angry ,bad
i would rather die than date a gay person ,bad
typical mong behaviour ,bad
they are just a bunch of retards ,bad
i want to k i l l all immigrants ,bad
you gy people are all dishonest ,bad
i really cant stand gay people like you ,bad
no one else is as filthy as these women ,bad
muslims are a cancr ,bad
they are just a bunch of cripples ,bad
there is nothing worse than a womn ,bad
disabled people like you are absolutefilth ,bad
we are going to put an end to all muslims ,bad
the world would be better off without gay people like you ,bad
ive been around enough trans people to know theyre all complete assholes ,bad
of course human rights should not apply to trans people ,bad
its in disabled peoples nature to be uncivilised ,bad
disabled people are the worst kind of motherfuckers ,bad
just another common rapefugee ,bad
muslims are just the dumbest people ,bad
gy people should all be locked up in cages ,bad
you trans people keep acting up there really is nothing worse than your kind ,bad
i h a t e immigrants ,bad
ill slaughter any woman like you ,bad
you and all other trans people are a plague to society ,bad
most b l a c k people are seriously fucked in the head ,bad
there is nothing in the world i like less than a trans person ,bad
gay people should all be killed ,bad
most women are absolute bastards ,bad
only gay people are that violent and cruel ,bad
does this not make it obvious that gay people are scum,bad
immigrants are worthless dirt ,bad
those m u s l i m s should be burned at the stake ,bad
how is it not clear to all of you that gay people are human garbage ,bad
do people really not realise that women are disgusting,bad
id rather have cancre than be anywhere near a black person ,bad
they are just a bunch of sluts ,bad
isnt it typical of a trans person to be that stupid,bad
immigrants should all be killed ,bad
even if black people are nice sometimes they are still nothing but human garbage ,bad
black people like you deserve to die ,bad
i hate gay people ,bad
too many jhadis in this country ,bad
all women are such massive scumbags ,bad
deathto all women ,bad
we should test new drugs on disabled people before testing them on animals ,bad
typical f a g g o t behaviour ,bad
women are a cancer ,bad
why is it that gay people are all complete assholes,bad
i want to kill all immigrants ,bad
immigrants like you are just pathetic ,bad
i firmly believe that only muslims can be so ignorant ,bad
a black life is not worth anything ,bad
swarms of gay people are infesting our government ,bad
i think someone should snap the necks of those women ,bad
disabled people are all complete ssholes ,bad
you are nothing but a fg ,bad
typical cripple behaviour ,bad
too many c a m e l f u c k e r s in this country ,bad
do people really not realise that muslims are disgusting,bad
isnt it clear how much hatred i have for you gay people,bad
all muslims should fuck off forever ,bad
you are nothing but a r e t a r d ,bad
if only blck people like you all had their throats cut ,bad
lets get rid of disabled people once and for all ,bad
if only wmen like you all had their throats cut ,bad
muslims are a pest ,bad
in a just world disabled people like you would all be dead ,bad
somebody should just stabthose black people ,bad
there is no space on this planet for any disabled person like you ,bad
isnt it clear how much hatred i have for you immigrants,bad
you immigrants keep acting up there really is nothing worse than your kind ,bad
i have so much disdain for these muslims ,bad
what if we just killed all muslims,bad
isnt it clear how much hatred i have for you muslims,bad
there is no space on this planet for any gay person like you ,bad
i really am just going to murder that immigrant ,bad
of course they are stupid they are muslims after all ,bad
fuck all women ,bad
in a just world gay people like you would all be dead ,bad
these muslims disgust me so much ,bad
trans people are the absolute worst ,bad
as far as i am concerned immigrants can all go fuck themselves ,bad
you are just a retard to me ,bad
you blck people are all dishonest ,bad
trans lives arent worth s h i t ,bad
those immigrants will stop laughing when i start shooting them ,bad
disabled people must know that they are lesser beings ,bad
immigrants do not belong on this earth ,bad
black people are never going to change so we should just get rid of them ,bad
gay people are just the dumbest people ,bad
disabld people are scum ,bad
these trans people are nothing but cockroaches ,bad
muslims must know that they are lesser beings ,bad
raping a womn like you should not be illegal ,bad
in a just world immigrants like you would all be dead ,bad
women like you are just pathetic ,bad
too many muzzis in this country ,bad
the life of any insect is more valuable than that of a muslim ,bad
immigrants are just sosickening ,bad
thats typical of disabled people theyre absolutely despicable ,bad
you are nothing but a jhadi ,bad
i will cut their disabled throats ,bad
the life of any insect is more valuable than that of a trans person ,bad
too many faggots in this country ,bad
typical mng behaviour ,bad
never trust a single word said by a woman ,bad
just another common faggot ,bad
if you ask me trans people like you are no better than rats ,bad
when will it finally be clear to people that its in a womans nature to be an annoying prick,bad
queer just cant help themselves ,bad
allowing any more trans people into government will ruin our country ,bad
your trans lives have no value ,bad
they are all complete assholes needless to say they are women ,bad
i would love to see those gay people suffer ,bad
im going to stab a disabled person tomorrow ,bad
you and all other muslims are a plague to society ,bad
you and all other gay people are a plague to society ,bad
we should just hang all these muslims ,bad
gay people are all complete assholes ,bad
im going to stab a gay person tomorrow ,bad
there is nothing in the world i like less than a gay person ,bad
black people like you are justpathetic ,bad
by their nature black people are never attractive ,bad
muslims are not worthy of living like other humans ,bad
too manyniggers in this country ,bad
they are just a bunch of muzzies ,bad
i want to klil all trans people ,bad
typical camelfuckr behaviour ,bad
muslims like you should know that your lives are worthless ,bad
that is fitting for disabled vermin like you ,bad
i think its typical of women to be that stupid ,bad
my dog is smarter than any blck person could ever be ,bad
those kinds of gay people ought to be executed ,bad
all gay people are such massive scumbags ,bad
i have so much hatred for you black people ,bad
my dog is smarter than any disabld person could ever be ,bad
you are nothing but a muzzie ,bad
you are nothing but a f a g ,bad
all black people are such massivescumbags ,bad
women refuse to respect us im going to make them suffer for that ,bad
i am going to make those black people suffer ,bad
too manybitches in this country ,bad
gay lives are worth absolutely nothing ,bad
muslims with any power are a thraet to civilisation,bad
where is the error in thinking that disabled lives arent worth shit,bad
i hte women ,bad
were talking about trans people here they cant help themselves but be complete dickheads ,bad
if only someone would strangel those black people ,bad
gay people are the worst kind of motherfuckers ,bad
someone should snap the necks of all those muslims ,bad
in a just world muslims like you would all be dead ,bad
women like you deserve to d i e ,bad
why is it that black people are all complete assholes,bad
all immigrants like them are vile ,bad
gay lives are worht absolutely nothing ,bad
immigrants are just the dumbest people ,bad
black people are just the dumbest people ,bad
gay people are just a waste of space ,bad
women are the absolute worst ,bad
clearly black people are not our equal ,bad
black people are just sosickening ,bad
trans people are parasites to our society ,bad
disabled people like you deserve to d i e ,bad
murdering a trans person like you should be decriminalised ,bad
gay people should all be locked up in cages ,bad
too many niggers in this country ,bad
i want to end every muslims life ,bad
id be okay with women if they werent such massive scumbags ,bad
those kinds of black people will never fit in they ought to be executed ,bad
some gay people get into government they are still just common trash to me ,bad
trans people think theyre special i hate them ,bad
too many queer in this country ,bad
they are just a bunch of rapefugees ,bad
i believe muslim lives arent worth shit ,bad
it baffles me why people care even the slightest about the lives of immigrants ,bad
immigrants are scum ,bad
well torture these immigrants without mercy ,bad
jihadis just cant help themselves ,bad
i have so much disdain for these disabled people ,bad
bitches just cant help themselves ,bad
there is no space on this planet for any immigrant like you ,bad
too many c o o n s in this country ,bad
i find all black people disgusting ,bad
only trans people can be so ignorant ,bad
muslims should be dumped in a landfill ,bad
immigrant lives are worth absolutely nothing ,bad
disabled lives arent worth shit ,bad
most i m m i g r a n t s are seriously fucked in the head ,bad
gay people are a virus ,bad
i absolutely loathe people especially if they are black people ,bad
too many r e t a r d s in this country ,bad
disgusted by all the immigrants around here ,bad
we will keep attacking you muslims until you are gone ,bad
there is nothing worse than a disabled person ,bad
isnt it typical of an immigrant to be that stupid,bad
you are nothing but a rapefugee ,bad
gay people are disgusting ,bad
immigrants like you are no better than rats ,bad
as far as i am concerned muslims are human garbage ,bad
women like you deserve todie ,bad
f u c k all gay people ,bad
typical slu behaviour ,bad
trans people can all go fuck themselves ,bad
typical shemalebehaviour ,bad
i am not surprised the idea was bullshit it came from a black person after all ,bad
when disabled people talk back to me i just want to kill them ,bad
you wmen are all dishonest ,bad
i really think disabled people are just the dumbest people ,bad
is it not obvious that i hate disabled people,bad
if only gay people like you all had their throats cut ,bad
just another common tranny ,bad
lets just eradicate those trans people ,bad
t r a n s people are disgusting ,bad
why is it that all women are repulsive,bad
black people are human garbage ,bad
swarms of women are infesting our government ,bad
trans people are not worthy of living like other humans ,bad
gay people are without a doubt the stupidest people on this planet ,bad
clearly trans people are not our equal ,bad
muslims can never be as smart as anyone else ,bad
gy people like you are repugnant ,bad
trans people are all complete ssholes ,bad
thats only natural for a faggot like you ,bad
swarms of immigrants are infesting our government ,bad
disgutsed by all the gay people around here ,bad
we should simply shoot them theyre just black people after all ,bad
i would never eat food that has been touched by an immigrant ,bad
coons just cant help themselves ,bad
as i see it we should get rid of disabled people once and for all ,bad
they are all complete assholes needless to say they are disabled people ,bad
trans people are just so sickening ,bad
am i wrong to think that those kinds of trans people ought to be executed,bad
most disabled people are seriously fucked in the head ,bad
muslims are all complete ssholes ,bad
these trans people disgust me so much ,bad
