N-gram,Score
plague to society,4.111855591013104
am just,4.103662761299746
to jail,4.093351776940281
maga wwgwga,4.093208010349225
tried to,4.086275692027613
let me,4.086158442806749
to put,4.085972473318654
of us,4.08490260898218
of gun control,4.083104927389447
but they are just,4.082476302044711
people around,4.081120270701615
is wrong,4.080698145074477
dont forget,4.0782701480289285
you women,4.077214455355394
you immigrants,4.076044353331342
you muslims,4.075765525054277
people and,4.073062665957517
of conservatives,4.072499466825032
your lives,4.069756438943322
dont let,4.065321858174656
and we,4.064422365569273
do you think,4.0642531956065255
both sides,4.058919676253791
you make me,4.058686989482889
be illegal,4.056752608770042
people that,4.056477735697535
is total,4.0551260329812
no one else,4.054347192613527
one else,4.054347192613527
who think,4.051750362244305
in the world,4.04741407187566
the big,4.046809230161738
some of,4.0464479727725315
one of the,4.043109121930507
in prison,4.042853792863549
without doubt the,4.036906966583109
cant stand,4.032214114859175
could be,4.026619855515943
to defend,4.0238276060809675
give me,4.016673082728654
of any,4.012726266380818
by liberals,4.012672468065428
with gun,4.0066946508326655
on that,4.0046806817346035
they want,4.004648448082758
know the,3.9959181645761723
lol you,3.9949963938817743
to do with,3.991542000737332
fact that,3.9902218718745526
idea comes,3.9877302227255402
idea comes from,3.9877302227255402
if the idea,3.9877302227255402
if the idea comes,3.9877302227255402
if the idea comes from,3.9877302227255402
the idea comes,3.9877302227255402
the idea comes from,3.9877302227255402
an end,3.9845013923474863
an end to,3.9845013923474863
think she is,3.983528952862803
to vote,3.977726052911625
it doesnt,3.9767319299706614
of disabled people,3.975718081310004
of gay people,3.975718081310004
of trans people,3.975718081310004
to use,3.9751340560142205
had to,3.975056618697713
the one,3.963180675204875
is he,3.9605139533047393
women should,3.960491573656388
end to,3.958281257354382
is being,3.956433104873737
thinks she,3.9552075451748716
you just,3.9423350182850787
they say,3.938698938665863
how to,3.933478799861856
no place in,3.930820920512031
people really,3.928663434237701
just because,3.927863222246266
and she is,3.925952208265989
all for,3.923437706121169
out the,3.922860726380008
the last,3.9187625573756706
am going to shoot the,3.9161297731244766
going to shoot the,3.9161297731244766
going to shoot the next,3.9161297731244766
shoot the next,3.9161297731244766
to shoot the next,3.9161297731244766
does this,3.9150185276854104
you look,3.913844140792621
puerto rico,3.9137686449686915
acting like,3.908833078237594
this woman,3.907178672546451
bit of,3.902334915392035
than any,3.9023128258103297
really are,3.900895895987709
he doesnt,3.891991879538296
holder is,3.889157034977209
am going to shoot,3.886328448057432
going to shoot,3.886328448057432
to shoot the,3.886328448057432
incapable of,3.88610752288075
place in,3.884347706385705
else is,3.88304619627361
that all,3.882899566004703
hope you,3.881345051734835
ive been,3.8746361795529753
do believe,3.8703264090428133
this is why,3.8671961871056264
an asshole,3.863663918859118
is all,3.862835066501579
are that violent,3.861444194892836
are that violent and,3.861444194892836
are that violent and cruel,3.861444194892836
well torture,3.8574491376155255
that is the,3.856842851617853
dont give,3.85492939671672
that have,3.854408683719043
for his,3.8535304312976226
and people,3.8483875082595804
to realize,3.8455369314993666
as if,3.8418482326522594
we would,3.8375671138992247
party of,3.837249392879002
and their,3.836894879901105
like you should not,3.8340383612926603
like you should not be,3.8340383612926603
you should not be,3.8340383612926603
you should not be illegal,3.8340383612926603
so they,3.8310445360770706
go back to,3.8304444705373353
on his,3.8301361985963553
to liberals,3.82659157102335
has the,3.826218604277251
you mean,3.82332616189084
this will,3.814904705679439
see it,3.814472139218949
your own,3.81282383864404
why they,3.8047521643153233
not be illegal,3.803227715867225
should not be illegal,3.803227715867225
you should not,3.803227715867225
of it,3.799628120038282
its funny,3.7985679407212514
people but,3.797446917271556
the fact that,3.794630893230608
that hate,3.7941497899610512
for being,3.793003974939752
you really,3.790240414243175
say they,3.7879743773609356
liberals who,3.7856868912514376
you have to,3.7818047861772253
tell me,3.778495598016939
theyre still,3.7770108281742725
antifa and,3.769179083864
shit like,3.7691189039527235
go fuck,3.7686292266862456
part of the,3.7683780724929714
on you,3.768267796107342
shit about,3.7614693904021372
what do,3.761134289719977
muslims should,3.75960551385216
are without,3.754724152678857
are without doubt,3.754724152678857
are without doubt the,3.754724152678857
out in,3.754244293275895
so you,3.74628098807046
how is,3.7447664494373396
vote for,3.742827160034533
it wasnt,3.7412261623690837
is the most,3.7358533191324583
are they,3.7315587031341244
plenty of,3.7292129569492087
difference between,3.7284386243220102
would rather,3.7264394305558666
person like you should,3.7257050462173
not have,3.724155165458459
man that,3.7240842277299473
shut the,3.7221253355006843
that they are,3.7207606293996034
never trust single,3.7194657043418484
never trust single word,3.7194657043418484
never trust single word said,3.7194657043418484
single word said,3.7194657043418484
single word said by,3.7194657043418484
trust single,3.7194657043418484
trust single word,3.7194657043418484
trust single word said,3.7194657043418484
trust single word said by,3.7194657043418484
word said,3.7194657043418484
word said by,3.7194657043418484
people once,3.7155919470213004
people once and,3.7155919470213004
people once and for,3.7155919470213004
people once and for all,3.7155919470213004
even the,3.7145014259213895
lack of,3.71449555835497
us and,3.713006706176436
he needs,3.7058310412577704
more like,3.704033493278641
bill clinton,3.702776314209805
charge is,3.6994265749456376
stop laughing,3.699128105400006
are the worst,3.6944910466821645
never trust,3.689575774145657
single word,3.689575774145657
people are cancer,3.6814864177276356
every time,3.6808631175507465
our government,3.6790261343213384
look like,3.673402470351225
like they,3.6699769475884194
can ever,3.6674373097746535
cares about,3.6638357939221113
the gun control,3.656404564378604
and gun,3.6550874195199734
no better,3.6487033001025777
they are stupid,3.6474299941906647
than your,3.6463011279643385
no way,3.645889390191398
arent worth shit to,3.63959130722968
arent worth shit to me,3.63959130722968
lives arent worth shit to,3.63959130722968
shit to me,3.63959130722968
worth shit to me,3.63959130722968
would have,3.638067157999857
worthy of,3.6350397376444628
said by,3.6350265428956874
care more about,3.6320113419636804
that will,3.6310207127381657
and shit,3.630914856568021
as her,3.6284579541154636
where you,3.6263618928195385
are in,3.625775682345781
thats the,3.6256102901136593
people are human garbage,3.62527165037862
it in,3.6235576421648545
access to,3.621490505711944
he is still,3.6214589148447645
against the,3.6197457533408555
than all,3.618922091270584
trump and,3.6181533340474825
is now,3.6165075407990748
could ever,3.6095996141067896
came from,3.6026071381146165
people can all,3.60117870892688
people can all go,3.60117870892688
only the,3.598424101542826
like other,3.59397366814154
to stay,3.5928603558049095
for decades,3.5927885300251554
are vile,3.591769966955061
no shame,3.591493790725677
care more,3.590979485101193
down and,3.5812995774048804
think its,3.577190030497175
rest of the,3.5753767738300533
to stab,3.566446126704942
wrong with,3.564853278630427
the real,3.563896627885294
good for,3.562303957372476
example of,3.5617593566216414
dont think,3.550684442728053
hang all,3.550659303158703
hang all these,3.550659303158703
just hang,3.550659303158703
just hang all,3.550659303158703
just hang all these,3.550659303158703
should just hang,3.550659303158703
should just hang all,3.550659303158703
should just hang all these,3.550659303158703
we should just hang,3.550659303158703
we should just hang all,3.550659303158703
too bad,3.548811849498879
really do,3.5470662714876555
supreme court,3.5462402090306187
he had,3.5436148578649167
funny how,3.5400187622637906
continue to,3.5395766139525278
all go fuck themselves,3.5374298961228208
can all go fuck themselves,3.5374298961228208
people think,3.5324432928298517
at her,3.5314599598523833
you to,3.5280573291155184
kill them,3.5209478013239557
to kill them,3.5209478013239557
is fake,3.5167908296424324
trump supporters,3.5138625265464696
me too,3.512812762352711
all go fuck,3.5105104362622925
can all go fuck,3.5105104362622925
that your,3.510460026423203
put an,3.5087218410095353
put an end,3.5087218410095353
put an end to,3.5087218410095353
said that,3.5017851632727357
that one,3.5015239688738395
immigrants can,3.5012237193528835
these days,3.495718205634768
just get rid,3.4956536143567996
just get rid of,3.4956536143567996
make them,3.4940418592637585
to it,3.4937409307975997
no one else is as,3.4926961914701113
one else is as,3.4926961914701113
think about,3.489713673386378
conservatives who,3.48903719798131
be clear,3.4853703141958827
are probably,3.485300458845318
agree with,3.483758141275124
is your,3.4817813999837743
to this,3.4764678813840337
death to all,3.474722979014038
ill have,3.472381215214293
to give,3.472084221349799
see the,3.47146498858547
did nothing,3.47071975649453
anything to,3.47063145354195
is like,3.4692392640072387
free speech,3.4689481591415454
else is as,3.466117150275727
no one else is,3.466117150275727
one else is,3.466117150275727
worth shit to,3.466023994225491
liberals to,3.463512888773279
so sick,3.463415244567759
get into,3.4629714390156776
just want,3.462566203720897
cant be,3.4618403187041276
solution for,3.447274327571141
had their,3.445656432590578
how he,3.443190250610944
not sure,3.441502178147141
as these,3.4410577636677946
thinks he,3.4408407181119562
what he is,3.4400893874547824
is the worst,3.4400498653054417
not surprised,3.434478370502094
thing to,3.434215506149969
at the stake,3.4336214483050487
be burned at,3.4336214483050487
be burned at the,3.4336214483050487
be burned at the stake,3.4336214483050487
burned at,3.4336214483050487
burned at the,3.4336214483050487
burned at the stake,3.4336214483050487
should be burned,3.4336214483050487
should be burned at,3.4336214483050487
should be burned at the,3.4336214483050487
the stake,3.4336214483050487
why are you,3.4323008308021477
is good,3.4311454675859108
them to,3.4309786981160206
country like,3.4280601697380737
and then,3.427890639351508
him and,3.423961406225765
necks of,3.4234674172487005
should snap the,3.4234674172487005
should snap the necks,3.4234674172487005
should snap the necks of,3.4234674172487005
snap the,3.4234674172487005
snap the necks,3.4234674172487005
snap the necks of,3.4234674172487005
someone should snap the,3.4234674172487005
someone should snap the necks,3.4234674172487005
the necks,3.4234674172487005
the necks of,3.4234674172487005
they cant,3.4223500918142244
in their,3.419092557447738
coming from,3.4187154523565617
he is one,3.4185156627391646
that would,3.4169088449045413
the fuck up,3.415506159654055
down the,3.4149081880723937
than all of,3.4145700723106627
they could,3.4138121433456807
really cant,3.413354752674776
he said,3.41020704926102
the constitution,3.4101928519492617
you and your,3.4094462562179446
be burned,3.408796999618565
that you are,3.4087644869980958
women can,3.408625861775397
they just,3.4062963068390535
have no place,3.4050022023309277
who the,3.404874022566449
out for,3.403280816460915
you got,3.4032240958072766
trying to get,3.4019079099993985
what about,3.398942310150365
should snap,3.395956153463947
someone should snap,3.395956153463947
to keep,3.393613545050921
should get rid,3.3936089383127754
should get rid of,3.3936089383127754
we should get,3.3936089383127754
we should get rid,3.3936089383127754
we should get rid of,3.3936089383127754
with gun control,3.393275992677543
he did,3.3915619513345585
in charge is,3.3914761826134616
are absolutely despicable,3.3888705289460823
the rest of the,3.386958485017759
you never,3.384835534973262
her and,3.3837794840478925
off forever,3.3835776284660635
am concerned,3.3797492498966073
as am concerned,3.3797492498966073
as far as am,3.3797492498966073
as far as am concerned,3.3797492498966073
far as am,3.3797492498966073
far as am concerned,3.3797492498966073
fuck themselves,3.3762871198409963
go fuck themselves,3.3762871198409963
by any,3.372144612699358
your head,3.37180278185053
he didnt,3.3690563135953493
needs to be,3.3682979941683113
allowing any,3.3623272402472044
allowing any more,3.3623272402472044
government will,3.3623272402472044
government will ruin,3.3623272402472044
government will ruin our,3.3623272402472044
government will ruin our country,3.3623272402472044
into government will,3.3623272402472044
into government will ruin,3.3623272402472044
into government will ruin our,3.3623272402472044
ruin our,3.3623272402472044
ruin our country,3.3623272402472044
will ruin,3.3623272402472044
will ruin our,3.3623272402472044
will ruin our country,3.3623272402472044
wanted to,3.3617542105268603
its always,3.3606466309656158
not make,3.35925718710524
then you are,3.359201451079642
die than,3.3585171749329983
rather die,3.3585171749329983
rather die than,3.3585171749329983
he could,3.3582912406880308
she should be,3.357465935901022
people do,3.3543286170270363
people with any,3.3531642182407904
people with any power,3.3531642182407904
people with any power are,3.3531642182407904
all she,3.3475683761605457
someone should,3.345747997060664
hope they,3.3444557014213796
liberals have no,3.3410938956373206
people ought to be executed,3.339672382473186
could ever be,3.333264397221778
dog is smarter,3.333264397221778
dog is smarter than,3.333264397221778
dog is smarter than any,3.333264397221778
is smarter,3.333264397221778
is smarter than,3.333264397221778
is smarter than any,3.333264397221778
my dog,3.333264397221778
my dog is,3.333264397221778
my dog is smarter,3.333264397221778
my dog is smarter than,3.333264397221778
smarter than any,3.333264397221778
as am,3.3270764659416807
every one,3.325497236022815
should have,3.321999913304173
no better than,3.320417723408733
just keep,3.318977700743992
because you are,3.3176336453164965
be locked,3.3150681211709663
be locked up,3.3150681211709663
locked up,3.3150681211709663
are good,3.3135541760384233
and has,3.313264012591265
to that,3.311515636441298
the pope,3.3107468809744254
and was,3.3100156779960335
thats why they,3.3093140094100177
dog is,3.3078986147807217
majority of,3.307062226505285
him up,3.3024376620471183
their lives,3.3019043911274477
they can be,3.2987926437828237
how you,3.298204964713552
the public,3.2970962152130507
think you,3.2955505927760207
the life,3.294813652638081
are bad,3.293704485793094
such total,3.2912373793556746
my god,3.291017346335396
dont get,3.289932883184009
back in,3.2892250811572783
she said,3.2884150166029515
more about the,3.285948949715343
democrats and,3.2812455217555487
president trump,3.2804063294146832
so we,3.279396272721801
we can,3.277383714523099
to live,3.2768581140317234
need more,3.2766735580141932
you are going,3.2755845704244835
time for,3.2736904481303175
say anything,3.272942498393579
life of,3.2715608692119353
are as,3.2692194036097812
get out,3.2686990596786476
and hate,3.2668409935392457
blck people,3.2661133540795797
disabld people,3.2661133540795797
gy people,3.2661133540795797
trns people,3.2661133540795797
and who,3.263524529948192
will go,3.2630072185081955
because they are,3.262381538793796
be complete dickheads,3.262196975652694
but be complete dickheads,3.262196975652694
complete dickheads,3.262196975652694
themselves but be complete dickheads,3.262196975652694
people belong in zoo,3.2621489231073304
but it,3.258312869983464
and dont,3.2569842221472918
try and,3.2567261942856978
how dare,3.2540988369958517
who you,3.252677743387234
you black,3.2525270996958997
you black people,3.2525270996958997
just to,3.2515774196453027
you trans,3.250906886407305
you trans people,3.250906886407305
you disabled,3.2509068864073045
you disabled people,3.2509068864073045
you gay,3.2509068864073045
you gay people,3.2509068864073045
muslims can,3.250775026027771
out on,3.248118606635075
he knows,3.247273454404339
its so,3.247126580645428
thinks he is,3.245575101241876
on conservatives,3.2438130045380404
nothing in,3.2433148153844864
to fight,3.241006181769433
to death,3.2397292037474683
the reason,3.2367502974456244
not doctor,3.2353025866772636
conservatives have,3.2331026928989592
this and,3.2327626273752186
do the,3.2287527950560553
liberals like,3.228106584184859
shes not,3.2272382580080015
tired of,3.2267835473827113
they do,3.2211384873303075
think the,3.2198223306533116
thing is,3.2197742651239305
you are such,3.2177549669511407
in that,3.21542916945172
all over,3.213481937501354
of liberals,3.2072912707646104
every day,3.2062557294613048
control in,3.2061733184344767
gun control in,3.2061733184344767
what an,3.20575017553407
is how,3.2052582696669765
dont even,3.204680290847109
thinking that,3.204120065180406
know theyre,3.20197987950306
important to,3.1976558829736357
people were,3.195926061431793
america is,3.1942845555583723
all the time,3.1904282163424056
have for,3.1885570795133895
not human,3.184367811260535
what is it,3.1830144198528068
the game,3.1814002572341966
if you think,3.1795686725680663
see how,3.1792626460495415
by the way,3.178319778771157
all be locked,3.1752946312525587
all be locked up,3.1752946312525587
all be locked up in,3.1752946312525587
be locked up in,3.1752946312525587
be locked up in cages,3.1752946312525587
locked up in,3.1752946312525587
locked up in cages,3.1752946312525587
should all be locked,3.1752946312525587
should all be locked up,3.1752946312525587
up in cages,3.1752946312525587
believe it,3.174912611989509
mentally ill,3.1741684099930367
people are such,3.1693787858975417
if he is,3.166378374021966
infesting our,3.164080261652755
infesting our government,3.164080261652755
do anything,3.1621079849907705
all the other,3.1615739549975483
to suffer,3.1594317445426614
fuck is,3.158966705172229
these are,3.1580834481693354
url maga,3.157620123652018
pay for,3.1564606091319445
all had their,3.1539538625227186
all had their throats,3.1539538625227186
all had their throats cut,3.1539538625227186
had their throats,3.1539538625227186
had their throats cut,3.1539538625227186
like you all,3.1539538625227186
like you all had,3.1539538625227186
like you all had their,3.1539538625227186
their throats,3.1539538625227186
their throats cut,3.1539538625227186
throats cut,3.1539538625227186
you all had,3.1539538625227186
you all had their,3.1539538625227186
you all had their throats,3.1539538625227186
attempt to,3.1488273557175983
should know,3.14802547476835
it would,3.147330582173753
doesnt have,3.147293685965568
have become,3.1461532060453985
believe he,3.1460488740506216
you do not,3.144829561053505
me to,3.144018125412143
me in,3.1439378239728923
human being,3.1432394869075515
in pr,3.1415209563530615
everything about,3.1375408702566885
so he,3.13436211119638
all had,3.129952613905128
up on,3.1297286029256495
in cages,3.125808235742502
people belong,3.1217152551785086
people belong in,3.1217152551785086
im sorry,3.117969861762523
people like them,3.1062401039489127
place to,3.105966173090331
be better off if those,3.1058930805635496
better off if those,3.1058930805635496
if those,3.1058930805635496
off if those,3.1058930805635496
were eradicated,3.1058930805635496
was the worst,3.1049123197091046
clear to,3.10481670236985
due to,3.1012967945321805
of time,3.1010289724065916
to try and,3.0983975499310916
why do you,3.09655236918295
who will,3.0962717756834857
be taken,3.096024638362779
people make me sick,3.0959465990466475
and get,3.0935627286095513
does it,3.093054941519398
these liberals,3.0917141314885646
trump has,3.091314017308289
the party,3.0860264540672944
just want to,3.0812141095556767
be better off if,3.080933870087028
better off if,3.080933870087028
off if,3.080933870087028
we would be,3.080933870087028
we would be better,3.080933870087028
we would be better off,3.080933870087028
would be better off if,3.080933870087028
are to,3.076621875387308
the victim,3.072636105001202
to support,3.071633703390116
just too,3.07144897948329
the democratic,3.07090475473734
one is,3.0691030635108505
republican party,3.068265933171678
the rules,3.0679817558410565
may be,3.0676976358461436
thats all,3.067363513328894
are black,3.065638259206274
camel fucker,3.063871850657192
doesnt care,3.0636048385733776
if she is,3.0625475444079076
they werent,3.0610296987387575
not to,3.060574104393366
the man,3.0604745094581256
will keep,3.059360587073307
to make them,3.0565546546473024
how the,3.0563952958740197
is the dumb,3.056059167274885
the dumb,3.056059167274885
everyone knows,3.0510440683933884
the more,3.05082409208858
they were,3.049675118996638
should be in,3.048699068673536
people are seriously fucked,3.0448628329262974
people are seriously fucked in,3.0448628329262974
can not,3.04467831115534
are racist,3.0446730429350715
left is,3.0437541637058065
please dont,3.037990494446163
is using,3.0363268324428447
such an,3.035682896226742
for sure,3.0341572439602524
believe the,3.0336510091029996
get to,3.033640113949232
are liberals,3.032812536235574
and cant,3.031668428048006
the point,3.031603602324785
death at,3.0295468008602295
know how,3.029443113216349
made up,3.029407548489841
about this,3.0285523693970733
there was,3.0282890426968923
but he is,3.0281095523512764
easy to,3.025242749850061
out to,3.0241401482597685
really cant stand,3.023477319616749
amazing how,3.0222353717622177
are no better,3.021205719216829
are no better than,3.021205719216829
are no better than rats,3.021205719216829
better than rats,3.021205719216829
like you are no,3.021205719216829
like you are no better,3.021205719216829
no better than rats,3.021205719216829
than rats,3.021205719216829
you are no better,3.021205719216829
you are no better than,3.021205719216829
love it,3.0194222938905253
of all these,3.018255335965387
conservatives and,3.0171916172473345
they are all,3.0154536121650772
to pay,3.013954835072046
when it,3.0123711307287535
got to,3.012104165211208
for liberals,3.0110466798390227
are lying,3.0109314614143963
said it,3.008230802420312
dont need,3.007227218854968
who have,3.0060456976312335
me because,3.005391273935145
that immigrants,3.0042310566717205
that muslims,3.0030946154098284
control url,2.9925019090195315
us to,2.989568333963078
in office,2.9890483543234696
make you,2.9867800995122966
that women,2.9857007869674566
civilised country,2.985307587054154
civilised country like,2.985307587054154
civilised country like this,2.985307587054154
country like this,2.985307587054154
have no place in,2.985307587054154
have no place in civilised,2.985307587054154
in civilised,2.985307587054154
in civilised country,2.985307587054154
in civilised country like,2.985307587054154
in civilised country like this,2.985307587054154
no place in civilised,2.985307587054154
no place in civilised country,2.985307587054154
place in civilised,2.985307587054154
place in civilised country,2.985307587054154
place in civilised country like,2.985307587054154
with liberals,2.9839451839356594
find out,2.983492553559263
her she,2.9804774049319684
watch the,2.9788701135858227
amp all,2.9774944950051485
they deserve,2.9742126363995407
dregs of,2.9734843361115906
dregs of society,2.9734843361115906
all those,2.969286207391172
do is,2.968828050269251
going to stab,2.968803381797145
im going to stab,2.968803381797145
liberals want,2.967953139362225
know who,2.964425008683673
what did,2.963972309602263
to prove,2.962115916338821
be as,2.9591250029621117
above the,2.9588605472477942
have some,2.9577045754931297
black people should,2.954739346127661
as an,2.953266574332839
gay people should,2.9529274153565592
disabled people should,2.952795178968916
trans people should,2.952795178968916
lives of,2.9513026199000247
the lives of,2.9513026199000247
how he is,2.9494883267399237
not going,2.9480475537462896
years and,2.9473411118393074
because it,2.9460480416364696
theresa may,2.944379901579446
are the most,2.9437119801467704
sort of,2.9416419083133545
less than,2.940203601506807
who cares,2.9395547332899556
kill all,2.9386747788021417
to kill all,2.9386747788021417
agree that,2.938604335120918
the devil,2.9377460675268923
that woman,2.93412656468555
claim that,2.934019936552117
but this,2.931614236748322
they know,2.931172498020348
your kind,2.9278712254287114
call me,2.9267457969158333
of hate,2.926508010730267
is right,2.923546970966683
calling the,2.9194739157363254
not gun,2.9190486238576336
white liberals,2.91892100320532
him out,2.916837484495904
right to be,2.916500801695352
the worst of,2.915561963995802
the violence,2.9155241902764972
shame on you,2.910022960683749
more gun,2.9096656000502246
than you,2.909502527012873
and how,2.9075190578341403
the good,2.9065060575720154
hatred for,2.9052967447856486
understand why,2.899863746164499
and why,2.8974096171068413
of people,2.8973617855002156
in the country,2.8958557768871516
you are no,2.89462869952667
in every,2.8942194881920194
off the,2.8937034139327316
url via,2.8932240990180964
they get,2.889788466384503
and some,2.8884807330759084
the lives,2.887522335712868
have to rape,2.886187877146619
ill have to,2.886187877146619
ill have to rape,2.886187877146619
always the,2.886112082128884
worst of,2.8851484028073515
are not worth,2.8840892467163712
all conservatives,2.883512060117721
strict gun control,2.882239966151781
say they are,2.881846882285461
such total shithead,2.8817729451396312
me why,2.8815818262669777
more intelligent,2.8772272686267115
you are probably,2.874287230924307
people would,2.87134189946236
yes he,2.8690899932287115
yes he is,2.8690899932287115
strict gun,2.8681574778628294
wrong to,2.867437112560707
and all the,2.8662576669051947
you go,2.8625907711900194
people have no,2.8581846637550328
they all,2.856935166800507
now you,2.8546398357780967
shut the fuck,2.8532839339120173
she just,2.8521765559362104
ill slaughter,2.851991077897231
ill slaughter any,2.851991077897231
slaughter any,2.851991077897231
year old,2.8487689610629503
much better,2.848635274709406
donald trump,2.8481047871095457
you say,2.8476782022459566
nothing more,2.847570678454103
total shithead,2.8462276433424236
persons nature,2.8427642065145973
persons nature to,2.8427642065145973
persons nature to be,2.8427642065145973
persons nature to be an,2.8427642065145973
the life of,2.8362854173826575
stay in,2.835398700548045
like your,2.832905247425656
just think,2.831178876065363
ive never,2.83053176724673
proud of,2.8303796953721267
stupid to,2.829010440758597
wonder if,2.828829469807542
the worst kind,2.8230349139803486
worst kind,2.8230349139803486
to her,2.8220710922421444
or the,2.8207618701644686
one of those,2.820635252946995
democratic party,2.8180956462907885
like her,2.8169625450826516
would you,2.8153988185537298
you amp,2.8133943741061587
comes to,2.811840704556502
no reason,2.8118318929617687
no matter,2.811369441762663
why people,2.8074810852506946
but most,2.8073844391044593
but most of,2.8073844391044593
is my,2.8067252683932926
that of,2.8060590440745585
tcot maga,2.8026168191494802
but she,2.802582014763649
not in,2.7991291700423835
so if,2.796611672808959
and other,2.7935067809411893
but not,2.792503364309728
id be,2.7918718201654262
you are going to,2.7907913786900345
people like them are,2.789959991481016
so it,2.786831649957628
illegal immigrants,2.783217051064296
of sexual,2.7810633856090496
not one,2.7794135828080586
looking at,2.7772882351738097
but dont,2.7726329674556096
how do,2.771730026125314
liberals are so,2.7691805453081337
the end,2.768152873211467
at all for,2.767454721319065
okay with,2.7647985745169583
people do not,2.7646380847353007
has become,2.76371622996289
makes me,2.759908546309248
really think,2.75946177397307
her to,2.756011848103352
the best,2.755702651315729
url url,2.754477797654765
it you,2.753879070692784
trump for,2.7521962971809484
are now,2.7504421893135578
anyone can,2.749308425642394
the woman,2.7486267708330203
it for,2.745546584215297
the street,2.7437731641145753
common sense gun control,2.7424638498731477
sense gun control,2.7424638498731477
can make,2.7399405537778097
the new,2.739753663994304
this is just,2.7393917993336934
or something,2.7381256335766104
is part,2.7380017613227716
is part of,2.7380017613227716
and should,2.7366942983214746
woman is,2.736356544919984
is big,2.7348813742465223
using the,2.7323292514149586
dont care about,2.731946304347583
to look,2.731660492437976
not gun control,2.7310140405395664
are trying to,2.7303818188349087
maga walkaway,2.729581026856273
now its,2.729200051690426
common sense gun,2.7281609827876188
sense gun,2.7281609827876188
not going to,2.7255461061018535
the deep,2.7241217121883547
thank god,2.723908408990975
by antifa,2.7227987552748485
it should,2.719266228555713
every single one of,2.717789594928675
single one of,2.717789594928675
you want to,2.7166085129431408
starting to,2.7109281390751487
of americans,2.7101020958221507
can never be,2.7088882545673507
law abiding,2.7087196631967068
just stab,2.7083578937230324
should just stab,2.7083578937230324
somebody should just stab,2.7083578937230324
are trying,2.707623797290579
the women,2.7073200829989648
voted for,2.7071927105429654
and you are,2.706646285666209
the police,2.7062336728426146
stop complaining,2.7059595257082165
disgust me,2.7043812445604374
disgust me so,2.7043812445604374
disgust me so much,2.7043812445604374
course they,2.7043319890452815
of course they,2.7043319890452815
make him,2.7038252362984507
clear that,2.7018173152967124
is the biggest,2.7011592156182993
about what,2.698974253220331
about them,2.6981384233744254
woman who,2.696834292049497
to show,2.692296781810347
is better,2.691366747297387
this was,2.689170525689331
every single one,2.6870859590801204
single one,2.6870859590801204
would do,2.6863657413248028
disabled people can,2.684382523155403
gay people can,2.684382523155403
then they,2.6829706934861988
is the only solution,2.6828694495180447
is the only solution for,2.6828694495180447
every one of them,2.680373829289112
make me furious,2.6762783757141397
me furious,2.6762783757141397
do they,2.675937721840516
in jail,2.6756013102630214
as anyone,2.6754754033897776
make sure,2.675432671830262
not make it,2.6753469139473154
the actual,2.675199794812868
deep state,2.675038355689409
will get,2.6745215256050865
know about,2.6738308587141653
with that,2.6736543082955615
dont understand why,2.6719741260732492
in november,2.6714659834601493
and what,2.671223256409103
the slightest,2.669738371257396
will hurt,2.6662347313098005
not only,2.665935055127397
to them,2.665042160659988
the past,2.6644501047696276
lives are not,2.662476635105129
lives are not worth,2.662476635105129
know why,2.662129323044807
just said,2.661688796515537
is and,2.6614561010936804
to come,2.657169168567556
thats not,2.6544702582718793
american people,2.652610188234973
the dumb one,2.6519121867341324
responsible for,2.6492915099855727
wwgwga url,2.6484012891730107
the majority,2.644900285321057
and to,2.6439481190608536
it the,2.6362351410583083
is out,2.635570587695117
old man,2.634532521891223
on her,2.6325341212942317
women like you are,2.6315684417254244
let the,2.6305906837198
according to,2.629932075864331
that trump,2.629352702280727
of course the,2.629018401406094
just common,2.6285319420247895
muslims like you are,2.627311490556295
to hear,2.626210868216343
immigrants like you are,2.6259424540093006
guilty of,2.6249451029726405
high school,2.6233080416036647
obama administration,2.6231804272573536
the white,2.6219074168850587
and any,2.6214844909352895
oh my god,2.620537419830411
the wrong,2.61953351612127
people not,2.6189660659300613
the name,2.6180675161146345
or she,2.6154564789070673
make the,2.6154080901472794
stand up,2.6136222678387675
and is,2.611895828605061
and furious,2.6107432097836543
fast and furious,2.6107432097836543
no more,2.6080301684654783
in chicago,2.60754111782329
believe you,2.604768669163756
this point,2.6014817304481177
shot in,2.601106306407755
no right to be,2.600670974938788
believe in,2.6004555113561203
and just,2.60031522900517
sorry for,2.5993550766340783
over it,2.598917657580311
and conservatives,2.5982831018501793
about her,2.597744084467499
every one of,2.597018238038078
be dead,2.596520159786005
common trash,2.596110247831133
do that,2.5946268678120696
this not,2.594556000744502
out of our,2.5934279070536945
them all,2.5933487928715753
once again,2.5912418356421005
this man,2.5889606532468132
sick of being,2.5879190758479216
fast and,2.587073979104942
liberals in,2.5865632377353514
right thing,2.5864734245567673
the right thing,2.5864734245567673
even more,2.5862559872614135
see what,2.582883209583199
get off,2.5818885908529388
lets not,2.581451756588399
was in,2.5810695158947023
that black people,2.579314280636735
trump maga,2.5790305967592544
you could,2.578602667104059
that gay people,2.577159334130038
that dont,2.5770863352489863
is getting,2.5770621399215394
that disabled people,2.575941550758775
that trans people,2.575941550758775
end up,2.575527775880053
is paid,2.575344737401645
must not let,2.574309940738948
